col,Kingdom,Phylum,Class,Order,Family,Genus,Species,ID,i,Correlation,pval,pseudoF,permanova_pval,weight
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;__;__;__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,__,__,__,V178,178,0.9068547013145827,0.5,32.76303766828208,0.5,1.912193207922751e-6
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;__;__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,__,__,V179,179,0.8458287252833345,0.5,30.784314644081874,0.5,3.202674310364281e-6
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__;s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__,s__,V180,180,0.9445638335878908,0.5,34.05285067615825,0.5,1.482032840442241e-6
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter;s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Kaistobacter,s__,V181,181,0.9991658243939117,0.5,37.281716110498316,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__,V182,182,0.9354982737518304,0.5,34.71268975274794,0.5,1.158366619310289e-6
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,__,V183,183,0.9737033889191634,0.5,36.10099844583854,0.5,1.0816516412563727e-6
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,V184,184,0.9428337478047748,0.5,33.811864728432504,0.5,1.3019301613422896e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;__;__;__;__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,__,__,__,__,V185,185,0.8751805639777989,0.5,31.667019055015388,0.5,1.6322558125895155e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__EB1003;g__;s__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,f__EB1003,g__,s__,V186,186,0.9991658243939116,0.5,37.281716110498316,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__,s__,V187,187,0.9610782065735692,0.5,35.07008537683944,0.5,1.1563342815781866e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,s__,V188,188,0.8642914731849924,0.5,71.93596980593158,0.5,0.015214592416076835
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__;__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,__,__,V189,189,0.803092790308714,0.5,28.479091559050296,0.5,3.140663168195859e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella;s__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Schlegelella,s__,V190,190,0.9991658243939117,0.5,37.28171611049831,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Tepidimonas;s__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Tepidimonas,s__,V191,191,0.9991658243939117,0.5,37.28171611049831,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;__;__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,__,__,V192,192,0.8364083312174938,0.5,29.866406382084644,0.5,2.3356178739293807e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,__,V193,193,0.9385572095517236,0.5,34.34517367164432,0.5,1.269418616943645e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia;s__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Ralstonia,s__,V194,194,0.7818561786313251,0.5,28.245438122374672,0.5,1.839596729806992e-6
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera;s__mobilis,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylotenera,s__mobilis,V195,195,0.9589707236769632,0.5,34.59303477061328,0.5,1.3591298783049524e-6
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__,V196,196,0.938693237105111,0.5,34.36035805785734,0.5,1.2392907650563705e-6
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__,s__,V197,197,0.456001286854335,0.5,19.215835036608837,0.5,1.0469113898361523e-4
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__,V198,198,0.4654777182338715,0.5,12.530914745622702,0.5,4.2407456114549447e-4
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__C21_c20,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__C21_c20,V199,199,0.6009736174072414,0.5,16.975031080061946,0.5,0.015588744115148908
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;__;__;__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,__,__,__,V200,200,0.9991658243939116,0.5,37.28171611049831,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__,V201,201,0.9991658243939116,0.5,37.28171611049831,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;__;__,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,__,__,V202,202,0.9991658243939116,0.5,37.28171611049831,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;__,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,__,V203,203,0.6470287515647062,0.5,24.94283754433847,0.5,2.9717698301409002e-6
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__hepaticus,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__hepaticus,V204,204,0.826717307451789,0.5,26.973968731063138,0.5,0.05764058032339089
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__;__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,__,__,V205,205,0.48236471929853897,0.5,26.102524998953424,0.5,0.0034884207027400236
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,__,V206,206,0.9991658243939116,0.5,37.28171611049832,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;__;__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,__,__,V207,207,0.571551787145769,0.5,21.15551244156001,0.5,5.965697022752068e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,__,V208,208,0.9991658243939116,0.5,37.281716110498316,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__guillouiae,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__guillouiae,V209,209,0.9097324437159487,0.5,33.729762150440955,0.5,1.2704561326953756e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__lwoffii,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__lwoffii,V210,210,0.9610782065735692,0.5,35.07008537683944,0.5,1.1563342815781866e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__schindleri,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__schindleri,V211,211,0.9991658243939116,0.5,37.281716110498316,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,__,V212,212,0.7541974294765195,0.5,27.496845779975267,0.5,2.1243952599879252e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__,V213,213,0.4513700286555528,0.5,13.46852391616301,0.5,8.913137692123895e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__fragi,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__fragi,V214,214,0.9315958866143533,0.5,34.02660396398928,0.5,1.237271207324507e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__stutzeri,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__stutzeri,V215,215,0.8809122085289036,0.5,31.918159761050923,0.5,2.342353575403261e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__viridiflava,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__viridiflava,V216,216,0.9991658243939116,0.5,37.281716110498316,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Photobacterium,s__,V217,217,0.9991658243939116,0.5,37.281716110498316,0.5,1.0032840684156482e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,__,V218,218,0.9445638335878908,0.5,34.05285067615825,0.5,1.482032840442241e-6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__geniculata,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__geniculata,V219,219,0.9569271191183524,0.5,34.84379372482401,0.5,1.122414191325427e-6
k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__;s__,k__Bacteria,p__TM7,c__TM7-3,o__,f__,g__,s__,V220,220,0.9991658243939116,0.5,37.281716110498316,0.5,1.0032840684156482e-6
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16;g__;s__,k__Bacteria,p__TM7,c__TM7-3,o__CW040,f__F16,g__,s__,V221,221,0.9247356388434739,0.5,41.10806988648327,0.5,0.0248515982950683
k__Bacteria;p__TM7;c__TM7-3;o__EW055;f__;g__;s__,k__Bacteria,p__TM7,c__TM7-3,o__EW055,f__,g__,s__,V222,222,0.9991658243939116,0.5,37.281716110498316,0.5,1.0032840684156482e-6
k__Bacteria;p__Tenericutes;c__Mollicutes;__;__;__;__,k__Bacteria,p__Tenericutes,c__Mollicutes,__,__,__,__,V223,223,0.7918719446570194,0.5,30.05756499863384,0.5,2.2829767670042285e-6
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Anaeroplasmatales,f__Anaeroplasmataceae,g__Anaeroplasma,s__,V224,224,0.8244363060167431,0.5,411.42156050165266,0.5,0.011819855659835296
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__;s__,k__Bacteria,p__Tenericutes,c__Mollicutes,o__RF39,f__,g__,s__,V225,225,0.62896218776022,0.5,29.826952807150423,0.5,0.009639894317568622
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__,s__,V226,226,0.9026046944207123,0.5,32.623388844759404,0.5,1.9736446889913953e-6
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Akkermansia,s__muciniphila,V227,227,0.5958305244410683,0.5,33.612111007154915,0.5,0.006315874491446933
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__debontii,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Prosthecobacter,s__debontii,V228,228,0.958970723676963,0.5,34.59303477061327,0.5,1.3591298783049524e-6
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__,k__Bacteria,p__[Thermi],c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__,V229,229,0.7698371745615383,0.5,28.89252714538354,0.5,2.5973686300897413e-6
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__,k__Bacteria,p__[Thermi],c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,s__,V230,230,0.9991658243939117,0.5,37.28171611049831,0.5,1.0032840684156482e-6
