fold,seed,multiCLassAUC,meanBalancedACC,Train_procrustedCorr,Test_procrustedCorr,numFeatures,TrainAUC,mtry,Labels
5,95,0.386111111111111,0.44423076923076926,0.5619314178998114,0.8042417082478658,8,0.6870303363303363,2,Permuted
1,96,0.488888888888889,0.5264583333333334,0.3721349724274159,0.6628662121694656,4,0.72909222999223,2,Permuted
2,96,0.497222222222222,0.49903846153846154,0.4307755115236634,0.701748541366455,5,0.7025806193806194,2,Permuted
3,96,0.461111111111111,0.5024725274725275,0.3558235549331422,0.6569066068636846,5,0.6406676934176935,2,Permuted
4,96,0.536111111111111,0.5261029411764706,0.4969683438212788,0.6867594095768995,4,0.6283190365190365,2,Permuted
5,96,0.641666666666667,0.5262820512820513,0.43658964352278495,0.6786149954913503,6,0.709968487068487,2,Permuted
1,97,0.605555555555556,0.4726190476190476,0.3139675719786942,0.6275830427016638,4,0.6883938616938617,2,Permuted
2,97,0.488888888888889,0.44666666666666666,0.1772750208212907,0.2535104560665374,1,0.5490565434565434,1,Permuted
3,97,0.408333333333333,0.4980769230769231,0.45723073264128977,0.6722646217850123,6,0.6394700632700633,2.449489742783178,Permuted
4,97,0.477777777777778,0.4735714285714286,0.46586298720289426,0.6042606865875709,5,0.6883780497280497,2,Permuted
5,97,0.530555555555556,0.6121428571428571,0.5345353750502101,0.6704288636221234,6,0.6392261072261072,2.449489742783178,Permuted
1,98,0.538888888888889,0.4434065934065934,0.37087410701860557,0.6421770935452609,3,0.6079967365967366,2,Permuted
2,98,0.501388888888889,0.44395604395604393,0.38304033882011107,0.4714622130924677,1,0.4947079254079254,1,Permuted
3,98,0.438888888888889,0.4736263736263736,0.5547362275250426,0.8162427523849523,8,0.698178255078255,2.8284271247461903,Permuted
4,98,0.5,0.5010416666666667,0.4873061829328815,0.6737730167032692,5,0.6393564879564879,2.23606797749979,Permuted
5,98,0.623611111111111,0.5302380952380953,0.43312385287932337,0.5926176108745259,4,0.5920764346764347,2,Permuted
1,99,0.694444444444444,0.5285714285714286,0.9552742852067945,0.9694785143367102,229,0.4773313297813298,2,Permuted
2,99,0.480555555555556,0.47335164835164834,0.33168501328315647,0.5577407084413591,3,0.6829425463425464,1.7320508075688772,Permuted
3,99,0.573611111111111,0.5003267973856209,0.5851742114756701,0.6880632801997808,7,0.6199535353535354,2,Permuted
4,99,0.522222222222222,0.47335164835164834,0.4909531516547533,0.7242693860216496,6,0.6405503885003885,2,Permuted
5,99,0.455555555555556,0.4981060606060606,0.48041767553781767,0.7129985235311157,6,0.6869621230077112,2.449489742783178,Permuted
1,100,0.497222222222222,0.5564102564102564,0.5010651077605851,0.778193974016717,5,0.6155843711843711,2,Permuted
2,100,0.422222222222222,0.44485294117647056,0.45925486630762596,0.6126349472996058,4,0.7128612276612277,2,Permuted
3,100,0.636111111111111,0.47250000000000003,0.3265275781565189,0.5109684557940728,2,0.5763745643245644,1.4142135623730951,Permuted
4,100,0.447222222222222,0.4446969696969697,0.4368282368354737,0.6137348923279577,2,0.5930797424797425,2,Permuted
5,100,0.281944444444444,0.4442857142857143,0.5149190531453501,0.7622181787367069,7,0.7153090354090355,2,Permuted
