Strain,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230
C3H,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,164,3465,0,0,0,0,2240,0,1413,0,398,0,0,3262,0,0,0,0,0,5179,1551,45,0,0,12833,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,23907,27469,1969,2887,0,0,9,0,0,2852,915,0,0,0,0,1008,0,0,0,17,0,0,0,0,59,0,2197,115,0,22,0,0,0,0,271,0,36,0,1337,0,197,0,0,0,0,0,480,5,0,5,0,0,0,11,212,0,137,0,0,0,0,0,111,0,172,88,59,0,81,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,34,740,0,0,0,0,12021,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058,0,0,0,1433,0,0,0,0,0
C3H,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348,0,60,512,4610,0,0,0,0,1612,0,2855,0,2819,0,0,2845,0,11,164,0,0,6504,2341,1016,0,0,35416,9620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,47,0,0,0,0,0,0,0,0,0,0,0,9258,22835,1102,792,0,0,8,0,0,11752,1804,0,0,0,0,692,0,0,0,0,0,0,0,0,188,0,5019,558,35,31,0,0,0,0,412,0,41,0,837,147,501,11,0,0,0,0,1599,63,13,53,0,187,0,250,1928,0,420,0,0,0,0,0,178,8,6,72,33627,16,239,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4203,0,0,0,0,0,0,0,0,0,166,1067,0,0,0,0,4517,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,798,0,0,0,0,0
C3H,339,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,18,702,3541,0,0,0,0,718,2,3166,0,354,0,0,2420,0,13,258,142,0,2522,896,435,0,0,24357,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,28,0,0,16,0,19342,18444,2025,2233,0,0,25,0,0,6669,1297,0,5,0,0,191,0,0,0,26,0,0,15,0,161,0,4154,96,267,45,0,0,0,0,1229,0,69,0,455,34,675,16,0,0,0,9,949,83,14,42,0,42,0,234,1736,0,485,0,0,0,0,0,149,5,12,89,5357,11,48,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965,0,0,0,0,0,0,0,0,0,57,1768,0,0,0,0,3579,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,7,502,0,0,0,0,0
C3H,638,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,15,363,1743,0,0,0,2,196,0,1243,0,482,0,0,934,0,6,72,31,0,634,193,206,0,0,59995,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,8,0,0,8,0,4625,12159,1286,295,0,0,7,0,0,597,111,0,3,0,0,229,0,0,0,0,0,0,0,0,19,0,258,48,5,0,0,0,0,0,86,0,3,0,59,0,368,0,0,0,0,0,147,5,0,0,0,0,0,8,46,0,21,0,0,0,0,0,0,0,4,88,7510,0,50,0,0,0,59,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5093,0,0,0,0,0,0,0,0,0,0,1705,0,0,0,4,9651,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,66,0,0,0,0,0
C3H,748,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,12,663,2165,0,0,0,0,1351,0,4087,0,328,0,0,6638,0,39,680,454,0,6417,903,2064,0,0,40070,8868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20065,9752,864,2907,0,0,10,0,0,17526,4858,0,0,0,0,575,0,0,0,0,0,0,0,0,238,0,9224,692,1143,23,0,0,0,0,1026,0,216,0,270,196,1396,5,0,0,0,0,1398,135,0,46,0,0,0,520,3303,0,737,0,0,0,0,0,179,25,60,106,4413,6,274,0,0,0,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6278,0,0,0,0,0,0,0,0,0,27,451,0,0,0,0,17958,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,0,0,706,0,0,0,0,0
C3H,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3958,0,70,1483,7203,0,0,0,4,959,0,1466,0,254,0,0,3289,0,55,310,140,0,6047,1716,603,0,0,57893,10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,12895,18078,1286,1168,0,0,18,0,0,2002,1478,0,10,0,0,825,0,0,0,0,0,0,0,0,71,0,697,203,29,45,0,0,0,0,292,0,19,0,112,0,836,0,0,0,0,0,301,53,0,0,0,33,5,52,223,0,64,0,0,0,0,0,57,3,4,11,46968,0,21,0,0,0,74,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6355,0,0,0,0,0,0,0,0,0,13,3847,0,0,0,0,9823,11484,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2098,0,0,0,584,0,10,0,0,0
C3H,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,704,995,0,0,0,0,3540,0,2208,47,264,0,0,5020,0,15,363,98,0,1175,17,416,0,0,13740,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,13154,8895,0,1390,0,0,5,0,0,302,434,0,2,0,0,738,0,0,14,0,0,0,0,0,21,0,307,7,176,0,0,0,0,0,46,0,0,0,23,0,52,0,0,0,0,0,28,12,0,0,0,0,0,7,35,0,78,0,0,0,0,0,5,0,0,20,3659,9,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,6787,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,0,6,199,0,0,0,0,0
C3H,1372,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,13,66,1345,0,0,0,0,197,0,557,0,3071,0,0,20279,0,0,2496,0,0,1472,247,47,0,0,33618,4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7517,0,0,0,0,0,0,0,0,6,0,0,1079,0,10064,12794,983,768,0,0,9,0,0,8210,744,0,0,0,0,1461,0,0,0,28,0,0,16,0,98,0,3219,445,24,0,0,0,0,0,272,0,17,0,409,0,236,8,0,0,0,14,978,12,0,0,0,71,0,25,676,0,207,0,0,0,0,0,47,3,12,156,24045,0,193,0,0,0,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3513,0,0,0,0,0,0,0,0,0,8,244,0,0,0,0,7009,26721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,41,0,4,0,3,0
C3H,1834,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1511,8904,0,0,0,2,1734,0,562,0,93,0,0,2112,0,0,20,4,0,5619,3508,204,0,0,66156,11912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,0,0,0,0,0,0,0,0,56,0,0,0,0,36705,40957,4771,1627,0,0,45,0,0,12017,3867,0,5,0,0,17601,0,0,0,0,0,0,0,0,118,0,4424,1371,0,20,0,0,9,0,408,0,137,13,0,0,2296,0,0,0,0,10,1097,23,9,13,0,200,0,21,392,0,294,0,0,0,0,0,94,0,47,638,539,0,34,0,0,0,29,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,15245,0,0,0,0,0,0,0,0,0,8,8430,0,0,0,0,11100,66,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,8570,0,0,0,973,0,21,0,0,0
C3H,983,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,0,36,586,2176,0,0,0,3,2185,0,2499,0,679,0,0,3036,0,6,234,19,0,2650,2737,245,0,0,22203,9088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20615,0,0,0,0,0,0,0,0,0,0,0,15,0,8905,14578,248,1108,0,0,0,0,0,17134,4900,0,0,0,0,1802,0,0,0,0,0,17,0,0,431,0,12497,1413,0,0,0,0,0,0,1607,0,92,0,0,20,1485,34,0,0,0,0,2450,33,34,99,0,224,0,294,5447,0,1290,0,0,0,0,0,296,32,21,45,3930,0,66,0,0,0,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,0,0,0,248,1207,0,0,0,5,26153,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,0,0,5,528,0,0,0,0,0
C3H,2281,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,0,35,439,4564,0,0,0,0,4180,0,2281,29,383,0,0,2813,20,54,195,443,2,7208,399,1197,0,0,51566,16248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0,2,0,0,0,0,0,0,0,0,0,0,0,17984,30078,3647,809,0,0,12,0,0,31998,8146,4,3,0,0,514,0,6,0,0,0,0,0,0,471,0,14019,973,1186,57,0,0,0,0,2554,0,284,0,2663,17,2108,43,0,0,0,0,2505,395,0,72,0,116,0,773,7108,12,1295,0,0,0,0,0,458,56,165,38,2666,0,98,0,0,0,59,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,0,0,271,2789,0,0,0,0,23290,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111,0,0,4,5147,0,30,0,0,0
C3H,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,57,1316,6125,0,0,0,0,2372,0,2986,0,2488,0,0,2819,14,21,252,103,0,1637,741,754,0,0,34897,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,2,0,0,0,0,0,0,10,0,0,33,0,17034,14116,1561,1703,0,0,10,0,0,4656,918,0,0,0,0,340,0,0,0,0,0,0,0,0,55,0,3370,287,182,15,0,0,0,0,114,0,21,0,115,168,634,0,0,0,0,0,433,21,0,14,0,58,0,36,288,0,74,0,0,0,0,0,38,0,7,23,1805,0,78,0,0,0,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,12070,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,249,0,30,0,0,0
C3H,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564,0,22,914,2760,0,0,0,0,7080,0,2940,12,619,0,0,3410,0,19,277,266,0,3247,1332,616,0,0,29039,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,2,0,0,0,0,0,0,0,0,0,7,0,15662,23329,1409,1260,0,0,16,0,0,8833,1602,0,0,0,0,150,0,0,0,0,0,0,0,0,100,0,5038,734,634,12,0,0,0,0,268,0,89,0,1849,0,1342,7,0,0,0,0,1328,46,0,13,0,112,0,175,2022,0,314,0,0,0,0,0,153,11,49,282,3624,0,76,0,0,0,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922,0,0,0,0,0,0,0,0,0,119,927,0,0,0,0,15917,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0,0,1920,0,0,0,0,0
C3H,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,0,26,381,3633,0,0,0,0,12336,0,5364,9,165,0,0,4215,0,85,305,618,0,5621,1400,2570,0,0,52663,5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,8,0,13663,12188,1693,873,0,0,9,0,0,25036,6243,9,4,0,0,47,0,4,0,0,0,0,0,0,421,0,15346,513,2240,25,0,0,0,0,1435,0,139,0,1647,93,2205,55,0,0,0,0,2925,204,0,67,0,131,0,1967,8320,27,1096,0,0,0,0,0,537,90,56,34,1589,0,167,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042,0,0,0,0,0,0,0,0,0,389,3487,0,0,0,0,9134,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657,0,0,0,5187,0,12,0,0,0
